TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.openjpa.lib.util.concurrent.ConcurrentReferenceHashMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6012375789256088,2106,1307
org.apache.openjpa.lib.util.concurrent.ConcurrentReferenceHashMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6423126475850806,2118,1510
org.apache.openjpa.lib.util.concurrent.ConcurrentReferenceHashMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.639900532602837,2120,1505
